020804466,(OCoLC)55201532,http://purl.flvc.org/fau/fd/FADT12055,"This study provides empirical evidence on the impact of high-tech firms' unrecognized intangible investments on the market valuation of cash flow and accrual amounts. In particular, this study empirically examines the different valuation weights that capital market participants attach to accrual-based versus cash flow-based measures when valuing intangible-intensive, high-technology stocks, and finds that investors appear to value, on average, a dollar of cash flows higher than a dollar of accruals for intangible-intensive high-technology firms. Based on samples of Compustat high- and low-technology firms between 1992--2001, the empirical results suggest that cash flows have larger multiplier than aggregate accruals, and have incremental value-relevant information beyond that contained in the individual components of accruals for valuing high-technology stocks. This study further provides evidence that suggests that cash earnings measures of low-technology firms are dominated by those of high-technology firms as a summary indicator of share values. This study contributes to existing literature that reports no substantial difference in the value relevance of cash flow and accrual amounts in high and low tech industries. It provides evidence that suggests that capital market investors do not hold high-tech stocks to the same standards of valuation that they use for low-tech traditional stocks."
027272295,(OCoLC)76920976,http://purl.flvc.org/fcla/dt/12207,"This study examines whether there are any significant differences between accounting students enrolled in Internet-based courses and accounting students attending campus-based courses in terms of self-efficacy, academic goal, anxiety, gender, and self-assessment of performance. The study is motivated by the many calls for research to apply social cognitive theory to determine factors of motivation and consequently success of accounting students in an online education environment. Social cognitive theory (Bandura, 1986) is used to develop the hypotheses tested in the current study. Three groups of hypotheses were developed. The first group of hypotheses tests the relationships among academic self-efficacy, computer self-efficacy, Internet self-efficacy, and academic goal. The second group of hypotheses tests the relationships among academic self-efficacy, computer self-efficacy, Internet self-efficacy, computer anxiety, Internet anxiety, gender and instruction mode. The third group of hypotheses tests the relationships among academic self-efficacy, academic goal, computer self-efficacy, Internet self-efficacy, computer anxiety, Internet anxiety, gender, instruction mode and self-assessment of performance. The study's results support the hypothesis that Internet self-efficacy is a significant predictor of whether accounting students will enroll in campus-based courses or Internet-based courses when they have the choice of instruction mode. The results also indicate that gender is a significant predictor of instruction mode. Moreover, the results indicate that academic self-efficacy is a significant predictor of accounting students' academic goals. Finally, the results indicate that computer self-efficacy, Internet self-efficacy, academic goal, academic self-efficacy, computer anxiety, and Internet anxiety are significant predictors of accounting students' self-assessment of performance."
027286704,(OCoLC)77006292,http://purl.flvc.org/fcla/dt/12191,"This paper examines the association between the employment of industry specialist auditors, and the degree of information asymmetry and the cost of debt of a client company. Unlike auditors without industry expertise, auditors with industry expertise can better improve the credibility of financial statements (Krishnan 2003; Balsam et al. 2003) and verify management forecasts, thereby minimizing management's discretion in applying accounting principles and standards (Kwon 1996). This suggests that industry specialist auditors can enhance audit quality. Consequently, clients of industry specialist auditors are expected to achieve more significant economic benefits than clients of nonspecialist auditors. Based on product differentiation theory and signaling theory, it is hypothesized in this study that clients of industry specialist auditors are more likely to enjoy a lower level of information asymmetry and a lower cost of debt than clients of nonindustry specialist auditors. In addition, this study hypothesizes that the marginal economic value added by auditor industry specialization varies between financially troubled clients and financially healthy clients that seek external financing. The results indicate that clients of specialists experience a lower information asymmetry level than clients of nonspecialists. This economic value provided by specialists is important and more pronounced for unregulated firms than for regulated firms. This inference, however, does not hold when information asymmetry is measured using analyst forecast dispersion. In addition, clients hiring specialists enjoy better credit ratings and lower cost of debt than clients of nonspecialists, and this economic value is more significant for financially troubled firms than for financially healthy firms. However, these findings do not hold for each proxy of auditor industry specialization."
025664220,(OCoLC)57679502,http://purl.flvc.org/fau/fd/FADT12079,"This study examines whether accounting standards or institutional factors are the prime determinants of differences in value relevance of accounting numbers across countries. The motivation for this study arises from ongoing accounting harmonization efforts to increase the comparability of financial reporting across countries. Proponents of harmonization agree that investors support the need for comparability. Opponents, on the other hand, argue that efforts toward a common set of accounting standards worldwide may not achieve comparability as long as economical, cultural, and political differences exist across countries. So, the question is whether the application of common accounting standards result in enhanced comparability of financial statements, given that firms operate in different countries with different regulatory and cultural influences. This study examines the relationship between reported financial figures and both stock prices and returns across Saudi, Kuwait, the U.S., and U.S. listed firms that use international accounting standards (IAS-sample) to determine whether there are differences in the value relevance of their accounting numbers. Saudi and Kuwait have similar environments. However, they use different GAAPs. Saudi uses U.S. GAAP and Kuwait uses IAS. As a benchmark, this study uses samples of firms that use U.S. GAAP, and that use IAS, with both samples listing in the U.S. capital market. To determine whether accounting standards play a large role in differences in value relevance across these countries, four comparisons are performed: (1) Saudi and the U.S.; (2) Kuwait and IAS-sample; (3) Saudi and Kuwait; and (4) the U.S. and IAS-sample. The results show that there are significant differences in the value relevance between countries that apply the same standards but have different institutional factors. On the other hand, there are no significant differences, in most cases, in the value relevance between countries that apply different standards but operate in a similar environment. Moreover, this study attempts to determine whether earnings conservatism differs across these countries. This study provides evidence that institutional factors affect the differences in earnings conservatism. The findings of this study suggest that international harmonization of accounting standards may not be easily accomplished because institutional factors play an influential role in information dissemination."
029185231,(OCoLC)52465892,http://purl.flvc.org/fcla/dt/12020,"This study investigates the market valuation of the effect of goodwill tax amortization on corporate acquisitions. Specifically, the study tests whether a significant positive change exists in the market reaction to acquisitions qualifying for the Internal Revenue Code section 197. Two methodologies are employed in the examination of the market assessment of the effect of the Internal Revenue Code section 197. First, a market model methodology is utilized in order to pre examine whether the market reacted differently to acquisitions that qualified for goodwill tax deductibility relative to acquisitions that did not. Second, multiple regression models were obtained for testing the study's hypotheses. The results of this study support the hypothesis that a positive change exists in the market reaction to acquisitions that qualify for the internal revenue code 197 relative to those that do not. There are two implications for these findings. First, they imply that acquiring firms did retain some of the tax benefits associated with the change in the tax law. Second, and given the findings of previous studies, the findings of this study also imply that the expected tax savings are actually shared between the acquiring firm and the target's shareholders."
026191240,(OCoLC)12727349,http://purl.flvc.org/fcla/dt/13620,"This thesis reviews the historical background, legislative history, implementation and impact of the Occupational Safety and Health Act of 1970. A study was conducted to determine the impact of the Act on forty-five petrochemical plants located in the Texas Gulf Coast Region. Factors surveyed included costs associated with compliance with the Act, staffing, union and employee relations, safety standards, compliance activities and Federal inspections."
028486228,(OCoLC)50239381,http://purl.flvc.org/fcla/dt/11966,"The contribution of this research is in positing that national level indicators matter in IT adoption and diffusion and providing empirical support for this theory. National level indicators are scantily represented in IT adoption or diffusion theory. Empirical results on this are almost absent in literature. Diffusion theory models of Rogers (1985) and Kwon and Zmud (1987) do not address national level attributes. National level indicators like culture, economy, institutional factors, physical distance from the innovating nation, IT infrastructure etc., could all be relevant to IT diffusion. Three types of major models (models based on adoption and growth rate factors and diffusion rate) are introduced and the effects of national indicators are examined. First, a general model is developed showing the relationship of various national factors with IT adoption and growth rate. The adoption and growth rates of nine IT products/paradigms are examined in context of the model posited. The hypotheses tested include: (1) IT adoption and growth rate is related to national value systems based on Inglehart's and Hofstede's dimensions, even after controlling for major economic and other indicators; (2) IT adoption and growth rate is related to economic as well as institutional and other national level factors; (3) The factors of adoption and growth rate of IT products/phenomena are different for different products/paradigms. Next, non-linear (temporal as well as space-time) diffusion models are used for modeling the diffusion process. For this purpose, mathematical models are developed and assessed. These models provide additional contributions in the area of diffusion model development. Time-series data on various countries are researched and gathered for this purpose. Preliminary empirical results show support for the hypothesis that national level indicators do exert influence on growth and diffusion of various IT products and paradigms."
028007329,(OCoLC)82457373,http://purl.flvc.org/fcla/dt/12204,"With the increased importance of retailing through the Internet, or e-tailing, researchers and practitioners alike have been interested in the role that trust can play in intentions to transact online. However, influences of trust on intentions to provide personal information to complete the transaction, and influences of trust in the product category, and/or in the brand, on intentions to transact, have received little attention. This research fills the gap in the exiting literature by understanding the influence of product category trust, brand trust and vendor trust on intentions to transact online, a combination of intentions to purchase and intentions to provide personal information to complete the transaction. Hypotheses of the influence of the trust variables on intentions to transact were tested using a computer simulated Internet web-site and two products in a 2 (product trust) x 2 (brand trust) x 2 (vendor trust) between-subject factorial design with replication, and a sample of 422 subjects. Findings suggest that channel trust still influences online intentions to transact and that product category trust, particularly for product categories with low past experience, also influences online intentions to transact. Additionally, findings also suggest that brand trust may be as important as vendor trust in influencing online intentions to transact. Findings suggest that Internet vendors will benefit from carrying trusted brands and from increasing consumer trust towards the Internet as a shopping channel."
024948916,(OCoLC)298438342,http://purl.flvc.org/fau/fd/FA00000300,"While tension is growing in the Middle East towards the United States due to American foreign policies, hate and anger is rising, and Middle Easterners feel threatened by the United States. It is with such a context in mind that the animosity of consumers in the Middle East is examined and whether that animosity affects the willingness to buy. In this study, the intention is to understand consumers' internal motivations behind their refusal to buy American products. Is it just to express anger, to punish the United States, or just to enhance their images, that consumers in the Middle East refuse to buy American products? In addition, the goal is to go a step further and to investigate whether animosity is expressed across different religious groups."
025610031,(OCoLC)57584616,http://purl.flvc.org/fau/fd/FADT12101,"Since the early 1990s there has been a substantial increase both in mergers and acquisitions (M&A) as well as in divestitures of high-tech companies. This dissertation examines the takeover and divestiture activity in high-tech markets in an effort to extend our current knowledge regarding high-tech companies. In that context, various firm characteristics and their relation to firm performance are investigated. Furthermore, an attempt is made to examine the role of investment banks and their impact---if any---on shareholder wealth. This study finds that for domestic high-tech acquisitions, the higher the level of the target's R&D expenditures, the lower the bidder's announcement period wealth effects. Furthermore, the more MEDIA attention the tech target receives prior to the acquisition the more favorably investors react to news about the acquisition. This finding is common both for domestic and international tech acquisitions. Findings on the role of investment bank advisors vary across the three studies. Essay 1 shows that high-tech acquisitions advised by top-tier investment banks perform worse upon announcement than acquisitions advised by lower-tier investment banks. In Essay 2 the tier of the investment bank advisor makes a difference only during the difficult and uncertain years of the tech downturn time period. Finally, in Essay 3 it is found that sellers benefit from the presence of an investment bank advising the buyer, suggesting that whenever the buyer uses an investment bank, the assets are divested at a high price. However, it is only during the years following the end of the tech-bubble period that buying-firm shareholders reacted less favorably to acquisitions of high-tech divested assets certified by an investment bank."
